om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,date_tim,hour,year,length,width,cas,area_pth,ma,ed,id,total_pp,total_ml,ml_und18,ml18t44,ml45t64,ml_ovr65,totl_fml,fml_un18,fml1844,fml4564,fml_ov65,white,black,ttl_hsn_u,mobl_hms,mdn_incm,pop_d,pop_under18,pop18to44,pop45to64,PopOver65
375374,2012,4,"27",2012/04/27,01:58:00,3,CO,8,0,2,7,0,0.5,0,38.0303,-102.601,38.2943,-102.498,19.06,200,0,2012/04/27 06:58:00+00,1,2012,30674.0204,143.633616122125,7,4405820.47105584,Apr,290469550709.594,1914,10.278526932763,5.36247219610041,1.58139345076944,1.33093763112235,1.64056969836853,0.809571415840081,4.9160547366626,1.14410794917898,1.37806889458246,1.63567056718884,0.758207325712321,9.61969806029521,0.000744067987135,4.71528169082764,0.788791429753773,45924.7242008518,2.33294275159146,2.72550139994842,2.70900652570481,3.27624026555737,1.5677787415524
375375,2012,4,"27",2012/04/27,02:35:00,3,CO,8,0,1,1,0,0.04,0,38.4121,-102.535,38.444,-102.54,2.23,100,0,2012/04/27 07:35:00+00,2,2012,3588.8282,71.8168080610627,1,257738.186003529,Apr,12670358308.4886,1915,0.080573285754087,0.038927366340632,0.012031043386109,0.009196807203805,0.011741835612405,0.005957680138314,0.041645919413455,0.012262409605073,0.011626152502923,0.010527162962846,0.007230194342614,0.079011563776082,0.000115683109482,0.043670373829387,0.004164591941345,43074.648,0.312616795374605,0.024293452991182,0.020822959706728,0.022268998575251,0.013187874480928
380011,2012,5,"01",2012/05/01,00:30:00,3,OK,40,0,2,1,0,0.25,0,36.8872,-95.094,36.8961,-95.0796,1,150,0,2012/05/01 05:30:00+00,0,2012,1609.34,107.725212091594,1,173366.492827486,May,11429809183.2212,1916,0.666214450549919,0.333650985028918,0.080476443585854,0.095484212795108,0.101574322039442,0.056116006608514,0.332563465521001,0.07830140457002,0.100921810334692,0.095484212795108,0.057856037821181,0.426960158808192,0.003262558523751,0.321905774343415,0.048938377856262,47691.816,3.84280975916643,0.158777848155874,0.1964060231298,0.19705853483455,0.113972044429695
385990,2012,5,"10",2012/05/10,08:46:00,3,TX,48,0,0,2,0,0.05,0,28.526,-99.3947,28.6214,-99.2649,10.27,75,0,2012/05/10 13:46:00+00,8,2012,16527.9218,53.862606045797,2,890236.94066914,May,34238911425.2963,1917,1.56586677290815,0.869113207386392,0.200019478291187,0.365978496850503,0.20093385304909,0.102181379195612,0.696753565521758,0.23659446860729,0.227450721028264,0.127326685037933,0.105381690848271,1.37316229268018,0.017601714089624,0.587028594573449,0.125269341832652,27586.392,1.75893259577745,0.436613946898477,0.593429217878767,0.328260538087023,0.207563070043883
385726,2012,5,"10",2012/05/10,16:30:00,3,TX,48,0,2,8,0,0.5,0,29.6992,-96.7935,29.7074,-96.7894,0.62,150,0,2012/05/10 21:30:00+00,16,2012,997.7908,107.725212091594,8,107487.225553041,May,7086481693.59713,1918,0.968203779638715,0.502796671568302,0.129520753111473,0.140882222682655,0.132825907895817,0.099567787878357,0.465407108070413,0.100600648748465,0.114647556581926,0.135304773984075,0.114854128755947,0.7661761934457,0.145426810511128,0.566420901166921,0.072919977429585,46220.184,9.00761718108483,0.230121401859938,0.255529779264581,0.268130681879892,0.214421916634304
391779,2012,6,"01",2012/06/01,15:56:00,3,MD,24,0,1,2,0,0.3,0,39.487,-76.393,39.504,-76.388,1.2,300,0,2012/06/01 20:56:00+00,15,2012,1931.208,215.450424183188,2,416079.582785966,Jun,20454390094.4211,1919,105.805652546226,52.5729504825354,12.4334940702046,13.601723514527,16.911427613951,9.62630528385275,53.2327020636911,11.8393231141858,14.8576335683997,16.9337871768055,9.60195820430014,101.185641262171,1.99614863540168,37.5980682807489,0.896725817899402,106192.734517121,254.291863680929,24.2728171843904,28.4593570829267,33.8452147907565,19.2282634881529
391636,2012,6,"01",2012/06/01,17:02:00,3,VA,51,0,0,5,0,0.175,0,37.1791,-77.3817,37.2201,-77.3638,3,150,0,2012/06/01 22:02:00+00,17,2012,4828.02,107.725212091594,5,520099.478482458,Jun,20003258865.8012,1920,211.322102746667,95.557533193548,21.8473332712287,36.556073035327,24.8160479077546,12.3380789792376,115.764569553119,24.2520651510171,36.1800178428684,32.4813917541918,22.8510948050422,61.3328750812908,142.190022362256,92.279468603623,6.00446899123811,45768.5240459263,406.310929907604,46.0993984222459,72.7360908781954,57.2974396619464,35.1891737842798
384508,2012,6,"04",2012/06/04,19:44:00,3,MO,29,0,2,0,3,0.1,0,36.9736,-89.43,36.9664,-89.43,0.5,75,0,2012/06/05 00:44:00+00,19,2012,804.67,53.862606045797,3,43341.6232068715,Jun,2857452295.80529,1921,0.568106569950349,0.287668230885416,0.093479446354978,0.079019662714012,0.079121492176272,0.036047629640155,0.280438339064933,0.061504995205236,0.111095943326014,0.064559879073046,0.043277521460638,0.532873576008276,0.017820155895557,0.223413840199151,0.065170855846607,48849.72,13.1076440593549,0.154984441560214,0.190115606040026,0.143681371249318,0.079325151100793
377624,2012,6,"07",2012/06/07,15:07:00,3,WY,56,0,2,1,0,0,0,42.05,-105.106,41.85,-104.81,20.57,200,0,2012/06/07 20:07:00+00,15,2012,33104.1238,143.633616122125,1,4754865.00994851,Jun,313481566531.813,1922,10.3335452868471,5.25616864843148,1.15502802930614,1.42084269906426,1.67716398775959,1.00313393230149,5.0773766384156,1.07591652044955,1.16610364054606,1.71039082147936,1.12496565594063,9.91583652008431,0,5.23401742595163,0.965160408050332,47137.632,2.17325734068715,2.23094454975569,2.58694633961032,3.38755480923895,2.12809958824212
391456,2012,6,"23",2012/06/23,14:00:00,3,FL,12,0,0,1,0,0,0,26.274,-81.789,26.274,-81.789,0.05,10,0,2012/06/23 19:00:00+00,14,2012,80.467,7.18168080610627,1,577.888309424953,Jun,22225843.1842235,1923,0.020862419917698,0.008203418780282,0.000659490529395,0.001391364165675,0.00292749454512,0.003225069540091,0.012659001137416,0.001576343216603,0.003160729000638,0.004238433036479,0.003683495883695,0.02077395167595,0,0.012667043704848,0.001343108761085,77573.376,36.1011281547776,0.002235833745998,0.004552093166313,0.007165927581599,0.006908565423786
379209,2012,6,"24",2012/06/24,10:23:00,3,FL,12,0,0,0,1,0.015,0,27.04,-81.36,27.1413,-81.3455,3.45,150,0,2012/06/24 15:23:00+00,10,2012,5552.223,107.725212091594,1,598114.400254826,Jun,23003747695.6713,1924,2.67677154782711,1.49235935852308,0.357145829390139,0.43185490594624,0.338924103400846,0.364434519785856,1.18441218930403,0.224127229668302,0.269681544641534,0.420921870352664,0.269681544641534,2.52735339471491,0.116619046331474,1.15343525512224,0.477409220919472,34049.808,4.47535044581217,0.581273059058441,0.701536450587774,0.75984597375351,0.63411606442739
383446,2012,7,"13",2012/07/13,14:10:00,3,LA,22,0,0,1,0,0.015,0,29.0995,-90.1936,29.1018,-90.1942,0.17,30,0,2012/07/13 19:10:00+00,14,2012,273.5878,21.5450424183188,1,5894.46075613452,Jul,226703600.47908,1925,0.046640834682887,0.020248978254896,0.003496811505866,0.007006133965241,0.007187542791126,0.002558489992664,0.026391856427991,0.007956966431952,0.008838988654362,0.005629929079211,0.003965972262467,0.042480942641026,0.000337795744753,0.018578765961397,0.002814964539606,53443.152,7.91265505234667,0.011453777937818,0.015845122619603,0.012817471870337,0.006524462255131
411119,2012,8,"30",2012/08/30,08:49:00,3,MS,28,0,1,3,0,0.1,0,31.9934,-88.4957,32.0723,-88.5211,6.1,100,0,2012/08/30 13:49:00+00,8,2012,9816.974,71.8168080610627,3,705023.737498443,Aug,34658827659.9913,1926,3.12828922738886,1.64696509022075,0.305128071412755,0.491837391301036,0.594273243846747,0.255726383660214,1.48132413716811,0.337820364778407,0.417008364264098,0.44316219895662,0.283333209168987,2.59213561619217,0.527435666299191,1.49076857747375,0.485298932627906,47395.632,4.43714028479186,0.642948436191162,0.908845755565134,1.03743544280337,0.539059592829201
402175,2012,8,"31",2012/08/31,16:12:00,3,IL,17,0,1,1,0,0.23,0,39.6112,-90.0419,39.6142,-90.0446,0.25,75,0,2012/08/31 21:12:00+00,16,2012,402.335,53.862606045797,1,21670.8116034357,Aug,1065332817.41777,1927,0.271078319346499,0.139531535992099,0.037423487110019,0.042827309602199,0.03677825457364,0.02250248470624,0.1315467833544,0.027341728729088,0.045408239747718,0.037181524908877,0.021615289968718,0.266319729390699,0.000403270335237,0.125981652728126,0.007420174168366,51385.344,12.5089140317902,0.064765215839107,0.088235549349917,0.073959779482517,0.044117774674958
415886,2012,9,"25",2012/09/25,16:23:00,3,IL,17,0,1,1,0,0,0,38.4475,-89.5425,38.4354,-89.4711,3.95,100,0,2012/09/25 21:23:00+00,16,2012,6356.893,71.8168080610627,1,456531.764445713,Sep,22443011353.6009,1928,4.2082628303147,2.0293077764718,0.399059406322946,0.642803077798609,0.692685503588978,0.294759788761267,2.1789550538429,0.46821458753232,0.63486723733196,0.623530322379603,0.452342906599021,4.15838040452434,0.027208595885655,1.96355366974813,0.160984192323461,58579.416,9.21789710607336,0.867273993855266,1.27767031513057,1.31621582596858,0.747102695360288
414939,2012,10,"13",2012/10/13,16:46:00,3,OK,40,0,1,2,0,0,0,34.1942,-97.5205,34.2408,-97.4511,5.1,75,0,2012/10/13 21:46:00+00,16,2012,8207.634,53.862606045797,2,442084.556710089,Oct,21732789475.3224,1929,14.4510386522939,6.79839503100525,1.55722399270408,2.24685176090161,2.16676595556254,0.827553321837027,7.65264362128864,1.95765301939942,2.04218803614621,2.04218803614621,1.61061452959679,12.5111824785254,0.035593691261808,7.31895276570919,0.854248590283383,34298.52,32.688404136611,3.5148770121035,4.28903979704782,4.20895399170875,2.43816785143382
409004,2012,10,"13",2012/10/13,20:36:00,3,AR,5,0,1,2,0,0.1,0,36.316,-94.2055,36.4381,-94.0425,12.5,450,0,2012/10/14 01:36:00+00,20,2012,20116.75,323.175636274782,2,6501243.48103072,Oct,319599845225.33,1930,2279.3376517356,1146.83211244313,355.681152303486,447.806492769698,261.41273603488,81.9317313350675,1132.50553929247,352.662765030693,387.887385795309,264.475620570219,127.479767896248,1933.18007065794,27.9238630842113,948.884402951126,33.248307483374,57956.4394646315,350.600259532847,708.34391733418,835.693878565007,525.888356605099,209.411499231316
411059,2012,10,"14",2012/10/14,05:42:00,3,KY,21,0,1,1,0,0.35,0,36.7354,-88.6631,36.7595,-88.6349,2.28,150,0,2012/10/14 10:42:00+00,5,2012,3669.2952,107.725212091594,1,395275.603646668,Oct,19431670589.7,1931,42.9830127578286,20.4311729576283,5.58672461779452,6.17148487097897,5.32118824927558,3.35177521957923,22.5518398002003,4.88240542084165,7.25431792853538,5.62415691558121,4.79095953524206,35.2754936366454,4.57762835578189,22.0185399184951,2.93342465299259,27242.6573669873,108.741881262803,10.4691300386362,13.4258027995144,10.9453451648568,8.14273475482129
413060,2012,10,"17",2012/10/17,21:40:00,3,MS,28,0,2,4,0,0.25,0,32.9946,-90.7006,32.9672,-90.6369,4.43,440,0,2012/10/18 02:40:00+00,21,2012,7129.3762,315.993955468676,4,2252839.78546224,Oct,148526560399.565,1932,5.9200309548794,2.74117131745681,0.815613748478128,0.806231244481157,0.767165619536908,0.352160704960618,3.17885963742259,0.941739950313647,0.890803675257589,0.882814138093517,0.463501873757833,2.08113068177061,3.80109026701447,2.77751643489287,0.596069256481285,36474.6221419855,2.62780824143903,1.75735369879177,1.69703491973875,1.64997975763043,0.815662578718451
412029,2012,10,"17",2012/10/17,23:46:00,3,MS,28,0,3,1,0,2.5,0,32.4374,-89.4521,32.3903,-89.21,14.36,880,0,2012/10/18 04:46:00+00,23,2012,23110.1224,631.987910937352,1,14605317.9770825,Oct,1263040183218.02,1933,288.414197053865,140.399640253918,45.0246983912082,52.4956871891172,30.2767922579996,12.602462415593,148.014556799947,31.5119752982915,55.4457794549496,37.8373448905394,23.2194571561664,160.975179765634,94.1756016682248,120.856285614057,40.2319369659842,31950.0574688502,19.7472042379647,76.5366736894997,107.941466644067,68.114137148539,35.8219195717594
410421,2012,10,"19",2012/10/19,18:00:00,3,PA,42,0,1,15,0,6,0,39.8002,-76.2631,40.0112,-76.1151,16.56,200,0,2012/10/19 23:00:00+00,18,2012,26650.6704,143.633616122125,15,3827932.16163089,Oct,188180388868.674,1934,359.593653338007,179.021649145782,51.240845936216,54.4581000095557,50.5513252231923,22.7713779768177,180.572004192226,48.6760986367302,54.8098062704418,49.6700653158158,27.4160339692378,353.522501830403,1.33954908971744,132.061136242522,14.1086441445232,61137.4468149182,93.9394007402688,99.9169445729462,109.267906279998,100.221390539008,50.1874119460555
416056,2012,12,"10",2012/12/10,16:25:00,3,FL,12,0,1,2,0,1.7,0,28.9112,-80.8675,28.9185,-80.8618,0.61,150,0,2012/12/10 22:25:00+00,16,2012,981.6974,107.725212091594,2,105753.560624766,Dec,5198824148.99869,1935,6.6895340691665,3.54736435210658,0.463079582910464,0.666222984847602,1.16097546375902,1.25708632058949,3.14216971705992,0.435775362219989,0.444512712840941,1.18827968444949,1.0736019575495,6.01129722721508,0.495844647739035,3.95255898715323,2.05218522709614,45721.728,63.2558755435406,0.898854945130453,1.11073569768854,2.34925514820851,2.33068827813899
416825,2012,12,"20",2012/12/20,01:25:00,3,AR,5,0,1,1,0,0.175,0,34.2969,-92.448,34.2994,-92.4372,0.64,200,0,2012/12/20 07:25:00+00,1,2012,1029.9776,143.633616122125,1,147939.407212788,Dec,7272672033.57194,1936,13.442492997046,6.57242809685415,1.88525012171586,2.30823562234059,1.51185270794402,0.867089644853695,6.87006490019185,1.45398090426053,2.43214886634562,1.61210553858038,1.37182959100532,13.1177045376152,0.111737830787871,5.76178073431232,0.837364079529662,54475.72490401,90.8648564321409,3.33923102597638,4.74038448868621,3.1239582465244,2.23891923585901
421974,2012,12,"25",2012/12/25,12:45:00,3,LA,22,0,2,1,0,2,0,31.36,-92.487,31.379,-92.412,4.62,500,0,2012/12/25 18:45:00+00,12,2012,7435.1508,359.084040305313,1,2669843.98954328,Dec,176019061421.606,1937,269.572111887361,129.76688191733,39.2034299223116,41.9050980366075,30.6479980632093,18.0103558952017,139.805229970031,33.071033398881,49.8796160346971,32.58465851491,24.2699220215427,240.922019278648,18.8396207472988,114.836708837787,11.2635902192524,56530.6801148772,100.969237507198,72.2744633211925,91.7847140713047,63.2326565781193,42.2802779167445
423975,2012,12,"25",2012/12/25,14:31:00,3,MS,28,0,1,1,0,0.25,0,31.078,-91.067,31.1,-91.02,2.75,250,0,2012/12/25 20:31:00+00,14,2012,4425.685,179.542020152657,1,794596.42545931,Dec,39062203305.3181,1938,4.90032364227373,2.19211135851801,0.409276477688726,0.568725334883423,0.846642434422309,0.367467111523556,2.70821228375571,0.75592532317752,0.688675712028063,0.804835358153792,0.45877589039634,2.308607757085,2.55276997492155,2.58172546378541,0.615630152979003,25664.8220876797,6.16705976174149,1.16520180086625,1.25740104691149,1.6514777925761,0.826243001919896
423982,2012,12,"25",2012/12/25,15:20:00,3,MS,28,0,3,12,0,2.5,0,30.65,-89.681,31.116,-88.821,60.34,300,0,2012/12/25 21:20:00+00,15,2012,97107.5756,215.450424183188,12,20921868.354421,Dec,1809283473396.16,1939,307.957757288249,152.369317002131,39.067242435794,49.3728930057218,41.8803682468843,22.0488133137311,155.588440286117,40.6875375944395,50.5874162348019,41.3131916013594,23.0002948555166,269.8979873817,31.9537093833737,136.157123058194,29.1657131315374,41524.8616245194,14.7194195122241,79.7547800302335,99.9603092405237,83.1935598482437,45.0491081692477
420473,2012,12,"25",2012/12/25,15:35:00,3,MS,28,0,2,7,0,0.2,0,31.5157,-90.228,31.574,-90.1033,8.37,440,0,2012/12/25 21:35:00+00,15,2012,13470.1758,315.993955468676,7,4256494.13190043,Dec,280624675066.446,1940,57.8892064752056,26.6124286072957,6.93178909027057,8.60687482529033,7.62865068295367,3.4451140087811,31.2767778679099,8.41639437755314,10.2064234553152,8.02756923152182,4.62639080351978,39.5792410321526,17.989706623892,25.679941353545,4.78098592210781,42659.4438157745,13.600208218626,15.3481834678237,18.8132982806055,15.6562199144755,8.07150481230088
425358,2012,12,"25",2012/12/25,22:24:00,3,AL,1,0,2,2,0,0,0,31.7252,-86.1472,31.8844,-85.9565,15.7,600,0,2012/12/26 04:24:00+00,22,2012,25266.638,430.900848366376,2,10887415.7495661,Dec,717792016706.29,1941,192.937933167279,89.4284428128715,21.8226881538478,32.5926022301249,23.3064823371473,11.7066700917515,103.509490354408,23.2056564608893,40.7284430025618,24.0823879805296,15.4930029104272,121.2070597837,62.9995706342792,94.1223468205449,29.6924602706646,36711.9854307696,17.7211872500569,45.0283446147371,73.3210452326867,47.3888703176769,27.1996730021787
419553,2013,1,"12",2013/01/12,23:30:00,3,LA,22,0,1,2,0,0.12,0,32.1843,-93.5888,32.2565,-93.5032,7.06,300,0,2013/01/13 05:30:00+00,23,2013,11361.9404,215.450424183188,2,2447934.8787241,Jan,120339995055.511,1942,49.1357169221957,23.5282672980754,5.77372513207549,7.37915012357393,7.65158915655871,2.7238028858673,25.6074496241202,6.87022103531506,8.19150375346917,7.1178022944007,3.42792254093531,41.8070226933588,5.1034958599522,19.4298959613365,3.5821857656251,65416.9314526236,20.0723137487244,12.6439461673906,15.5706538770431,14.7693914509594,6.15172542680261
424803,2013,1,"29",2013/01/29,22:16:00,3,IL,17,0,2,2,0,0.2,0,37.8424,-88.6174,37.8478,-88.6009,0.97,125,0,2013/01/30 04:16:00+00,22,2013,1561.0598,89.7710100763283,2,140137.915035551,Jan,9239095756.43712,1943,2.00422579762635,0.950415239872011,0.211583796196291,0.29375226073854,0.296491209556615,0.148587973380567,1.05381055775434,0.297175946761133,0.291698049124983,0.278688042239127,0.186248519629097,1.95013155846937,0,0.879202570602062,0.164336929084498,40079.784,14.3018097359156,0.508759742957424,0.585450309863523,0.575179251795742,0.334836493009664
428696,2013,1,"30",2013/01/30,02:52:00,3,TN,47,0,0,1,0,0.05,0.015,36.2761,-87.0583,36.2785,-87.0553,0.24,75,0,2013/01/30 08:52:00+00,2,2013,386.2416,53.862606045797,1,20803.9791392983,Jan,800130354.632046,1944,3.88753595902023,2.03648510864848,0.522288206743898,0.74832049789777,0.531066159798417,0.234810244208391,1.85105085037176,0.379646469607959,0.607873249025461,0.520093718480268,0.343437413258067,3.56823791666209,0.206281896781203,1.69743667191767,0.088876774677008,41842.44,186.865019090351,0.901934676351857,1.35619374692323,1.05115987827869,0.578247657466458
428683,2013,1,"30",2013/01/30,03:12:00,3,TN,47,0,0,1,0,0.15,0.01,36.2115,-86.7689,36.215,-86.7117,3.2,75,0,2013/01/30 09:12:00+00,3,2013,5149.888,53.862606045797,1,277386.388523977,Jan,10668404728.4273,1945,266.282123003795,133.435122510289,28.9729435633725,55.8807261712944,37.2360299151947,11.3454228604269,132.847000493507,28.0957677954126,50.0293375777264,37.582505283096,17.1393898372717,146.202231280223,97.4946372834891,125.768502785018,6.38079501043012,41983.7819063852,959.968239323963,57.0687113587852,105.910063749021,74.8185351982907,28.4848126976986
432079,2013,1,"30",2013/01/30,03:12:00,3,TN,47,0,1,1,0,0.769,0.115,36.5122,-86.7177,36.5366,-86.6146,5.98,100,0,2013/01/30 09:12:00+00,3,2013,9623.8532,71.8168080610627,1,691154.418072244,Jan,33977014656.8439,1946,37.8491889527784,19.4457671318248,5.6062284840007,5.66022340647798,5.81315836348066,2.36615687786549,18.4034218209536,3.93970596948299,6.01682051381948,5.61287716022206,2.83401817742906,37.2084794624489,0.304603272953913,14.2797594122866,3.06690693395583,50670.6221984819,54.7622759300978,9.54593445348369,11.6770439202975,11.4260355237027,5.20017505529454
421958,2013,1,"30",2013/01/30,04:44:00,3,KY,21,0,0,2,0,0.025,0,37.4393,-85.269,37.4404,-85.2671,0.12,50,0,2013/01/30 10:44:00+00,4,2013,193.1208,35.9084040305313,2,6934.65971309944,Jan,266710118.210682,1947,0.248756191338442,0.122094911949041,0.03825995243719,0.03466892561516,0.034757592944099,0.014408440952592,0.126661279389401,0.030590228483965,0.04282631987755,0.03285124537191,0.020393485655976,0.214840938019264,0.030191225503739,0.105602788766382,0.014718776603879,39345,35.8714344510007,0.068850180921155,0.07749524549271,0.067608838316009,0.034801926608568
428260,2013,1,"30",2013/01/30,10:12:00,3,GA,13,0,3,17,1,75,0,34.3411,-84.9527,34.5981,-84.7313,21.78,900,0,2013/01/30 16:12:00+00,10,2013,35051.4252,646.351272549564,18,22655533.2826959,Jan,1959207526544.67,1948,1183.63799528084,586.411945703549,159.055110853013,202.583001247265,163.169250906136,61.6045826971349,597.226049577289,167.494940429527,203.232420245525,159.841530716338,66.6571581858983,1058.39479130205,45.300592550222,464.983691655596,84.0504343439907,46568.5550704565,52.2449849452404,326.55005128254,405.81542149279,323.010781622474,128.261740883033
437484,2013,2,"10",2013/02/10,09:15:00,3,TX,48,0,0,1,0,0.05,0,30.707,-94.871,30.7075,-94.8624,0.51,30,0,2013/02/10 15:15:00+00,9,2013,820.7634,21.5450424183188,1,17683.3822684036,Feb,680110801.437239,1949,0.192259815005026,0.101107889230629,0.031029960482096,0.027206279386687,0.02669695155331,0.016174697808536,0.091151925774397,0.015818481472437,0.026354500500607,0.029925759737372,0.019053184063981,0.168885087589664,0.012040783133756,0.099754260153886,0.027616123914856,39494.9875660606,10.8723439943134,0.046848441954533,0.053560779887294,0.056622711290682,0.035227881872517
432823,2013,2,"10",2013/02/10,16:23:00,3,MS,28,0,2,3,0,0.375,0,31.1091,-89.9209,31.2131,-89.6399,18.13,400,0,2013/02/10 22:23:00+00,16,2013,29177.3342,287.267232244251,3,8381692.03989952,Feb,552593174644.8,1950,115.121928948647,55.0409497142517,14.4971797197053,20.5605959186309,13.8232806265735,6.15989344934202,60.0809792343948,15.3927806602148,20.0117209857881,17.5051059462991,7.17137164209283,72.385012844049,41.099562994575,49.0709982178321,10.9315099001572,34084.63147497,13.7349270768515,29.8899603799201,40.5723169044189,31.3283865728727,13.3312650914349
433413,2013,2,"10",2013/02/10,17:03:00,3,MS,28,0,4,71,0,38.525,0,31.2802,-89.4665,31.3693,-89.121,21.65,1320,0,2013/02/10 23:03:00+00,17,2013,34842.211,947.981866406027,71,33029784.2134926,Feb,3236913361124.08,1951,8364.56350841253,4033.93682303163,857.007517759098,1890.2403602922,871.233600041359,415.455344938976,4330.6266853809,930.241142542837,1730.47062858505,976.051922060006,693.86299219301,5393.7271691891,2634.93293906405,3902.44363232049,169.976237571322,53986.4051306394,253.243056459195,1787.24866030194,3620.71098887724,1847.28552210137,1109.31833713199
428124,2013,2,"21",2013/02/21,13:10:00,3,TX,48,0,1,2,1,0.25,0,31.3157,-93.9751,31.3442,-93.9072,4.47,150,0,2013/02/21 19:10:00+00,13,2013,7193.7498,107.725212091594,3,774948.222938862,Feb,38096301550.8593,1952,6.12550173815884,2.99015475071998,0.628121651537498,0.700514238803388,0.857905982391484,0.803612877987606,3.13534698743886,0.665821147063988,0.756198222489165,0.822173357599982,0.891154260285728,5.52270503837589,0.563130715248769,4.3018556108634,1.54587802058127,32815.8664974805,7.9044012965523,1.29394279860149,1.45671246129255,1.68007933999147,1.69476713827333
439551,2013,3,"18",2013/03/18,14:41:00,3,AL,1,0,2,7,0,0,0,34.2687,-86.1326,34.2692,-86.059,4.21,220,0,2013/03/18 19:41:00+00,14,2013,6775.3214,157.996977734338,7,1070480.30437878,Mar,70575261769.9964,1953,95.9691136909326,49.4867991967999,15.4853559815339,18.0779557648539,12.0154711271316,3.90801632328049,46.4823144941327,13.7402957893999,15.6712012060943,11.4317093942591,5.63910810437939,89.8931409733286,0.278376852966032,34.9211434544489,8.87929839274679,38382.3230605404,89.650517901518,29.2256517709338,33.7491569709482,23.4471805213907,9.54712442765988
439598,2013,3,"18",2013/03/18,14:41:00,3,AL,1,0,1,3,0,0,0,34.2048,-86.1525,34.1913,-86.0144,7.95,300,0,2013/03/18 19:41:00+00,14,2013,12794.253,215.450424183188,3,2756527.23595703,Mar,135510334375.54,1954,280.346630239042,136.110403302122,41.8646799787339,45.349816024486,32.0659879118499,16.8299193870527,144.236226936919,37.4904373221256,50.7426415666578,29.2259636440612,26.7771844040746,265.417079746883,0.485569162354176,111.641941927734,10.8341072760472,46194.8520391986,101.702833399253,79.3551173008595,96.0924575911438,61.2919515559111,43.6071037911273
434170,2013,4,"10",2013/04/10,15:20:00,3,AR,5,0,2,5,0,3.5,0,35.489,-92.574,35.7253,-92.4743,17.26,800,0,2013/04/10 20:20:00+00,15,2013,27777.2084,574.534464488501,5,15958963.5530795,Apr,1052152034679.45,1955,102.856606596746,50.3851605874271,11.2057905732088,16.4738833576544,14.058763820355,8.64672283620886,52.4714460093188,11.7747817213847,16.9262880772346,15.3414440451841,8.42893216551536,97.5843846637627,0.440060085072223,53.3226972234284,10.736912070583,33714.3015113804,6.44506808068362,22.9805722945935,33.400171434889,29.4002078655392,17.0756550017242
444534,2013,4,"10",2013/04/10,19:00:00,3,MO,29,0,2,2,0,4,0,38.7608,-90.4297,38.8033,-90.3193,6.75,500,0,2013/04/11 00:00:00+00,19,2013,10863.045,359.084040305313,2,3900746.08861843,Apr,257170706622.477,1956,4258.14674292244,2109.6378801622,522.15800789974,794.627838315344,557.454319632441,235.397714314674,2148.50886276024,443.891055399139,818.739964221676,535.478382382815,350.399460756608,3083.88094608578,995.578291086343,1876.8750764234,27.6206383079892,42309.5829895958,1091.62366536669,966.049063298879,1613.36780253702,1092.93270201526,585.797175071282
439748,2013,4,"11",2013/04/11,10:35:00,3,MS,28,0,3,9,1,1.2,0,32.6393,-88.8665,33.4142,-88.1995,66.35,1320,0,2013/04/11 15:35:00+00,10,2013,106779.709,947.981866406027,10,101225227.832112,Apr,8753765615234.93,1957,609.474394821627,291.097529009705,69.8075229474752,98.9173360953762,81.3821910487109,40.9904789181425,318.376865811922,74.9541482925132,100.175185433373,94.4626931521833,48.7848389338528,213.693713861121,375.117620714935,280.234585501658,90.9253991103964,27746.6688414792,6.02097330748886,144.761671239988,199.092521528749,175.844884200894,89.7753178519953
449842,2013,4,"11",2013/04/11,14:26:00,3,AL,1,0,1,1,0,0,0,34.1931,-87.1196,34.1984,-87.1218,0.38,50,0,2013/04/11 19:26:00+00,14,2013,611.5492,35.9084040305313,1,21959.7557581482,Apr,1079537254.98334,1958,0.162716470591948,0.082060555364408,0.026022806746191,0.032602436860995,0.017594965924981,0.005840345832242,0.08065591522754,0.020921745196511,0.032602436860995,0.014268186653451,0.012863546516583,0.153549345488176,0,0.066313800145833,0.021587101050817,37553.448,7.40975775796467,0.046944551942702,0.06520487372199,0.031863152578432,0.018703892348825
449849,2013,4,"11",2013/04/11,19:34:00,3,AL,1,0,2,1,0,0,0,32.5327,-85.7365,32.5967,-85.6934,5.09,200,0,2013/04/12 00:34:00+00,19,2013,8191.5406,143.633616122125,1,1176580.5979892,Apr,77570304990.1277,1959,14.013902355747,6.81888060877806,1.61847395422477,2.37994075292987,2.12280317970483,0.697662721918595,7.19502174696889,1.76310133365782,2.26066519685831,2.16588830158776,1.005366914865,7.146541945402,6.71670054220503,7.39623273455478,3.08305891789554,32628.8500842603,11.9107032528812,3.38157528788259,4.64060594978818,4.28869148129259,1.7030296367836
